# Time-averaged data for fix avgcoord
# TimeStep c_ac50 c_ac75 c_ac100 c_ac125
844000 0 0 2.376 9.002
845000 0 0 2.28 9.028
846000 0 0 2.346 9.05
847000 0 0 2.348 9.032
848000 0 0 2.502 9.032
849000 0 0 2.37 9.026
850000 0 0 2.404 9.022
851000 0 0 2.346 9.052
852000 0 0 2.298 9.022
853000 0 0 2.492 9.018
854000 0 0 2.478 9.004
855000 0 0 2.432 9.046
856000 0 0 2.338 9.03
857000 0 0 2.366 9.038
858000 0 0 2.344 9.006
859000 0 0 2.378 9.014
860000 0 0 2.374 9.048
861000 0 0 2.448 9.01
862000 0 0 2.306 9.032
863000 0 0 2.35 9
864000 0 0 2.356 8.982
865000 0 0 2.318 9.014
866000 0 0 2.45 9.03
867000 0 0 2.462 9.016
868000 0 0 2.4 9.02
869000 0 0 2.412 9.018
870000 0 0 2.324 8.988
871000 0 0 2.376 9.03
872000 0 0 2.344 9.044
873000 0 0 2.296 9.04
874000 0 0 2.36 9.018
875000 0 0 2.374 9.032
876000 0 0 2.364 9.034
877000 0 0 2.438 9.022
878000 0 0 2.344 9.018
879000 0 0 2.294 9.024
880000 0 0 2.322 9.012
881000 0 0 2.366 9.034
882000 0 0 2.346 9.03
883000 0 0 2.408 9.016
884000 0 0 2.426 9.022
885000 0 0 2.404 9.038
886000 0 0 2.382 9.036
887000 0 0 2.314 9.042
888000 0 0 2.432 9.008
889000 0 0 2.33 9.012
890000 0 0 2.438 9.03
891000 0 0 2.298 9.048
892000 0 0 2.296 9.044
893000 0 0 2.314 9.05
894000 0 0 2.378 9.018
895000 0 0 2.426 9.036
896000 0 0 2.378 9.058
897000 0 0 2.252 9.032
898000 0 0 2.34 9.018
899000 0 0 2.328 9.028
900000 0 0 2.344 9.038
901000 0 0 2.336 9.026
902000 0 0 2.382 9.042
903000 0 0 2.368 9.036
904000 0 0 2.312 9.044
905000 0 0 2.312 9.044
906000 0 0 2.302 9.058
907000 0 0 2.334 9.03
908000 0 0 2.328 9.04
909000 0 0 2.318 9.03
910000 0 0 2.438 9.02
911000 0 0 2.394 9.042
912000 0 0 2.338 9.026
913000 0 0 2.318 9.012
914000 0 0 2.406 9.028
915000 0 0 2.334 9.052
916000 0 0 2.334 9.054
917000 0 0 2.396 9.01
918000 0 0 2.342 9.038
919000 0 0 2.378 9.036
920000 0 0 2.32 9.044
921000 0 0 2.392 9.04
922000 0 0 2.316 9.018
923000 0 0 2.372 9.04
